CitizenID,VoterRegistration,VolunteerHoursPerYear,CommunityGroupMembership,DonationsToCharity
2637,False,409,None,6710
2638,True,26,Sports Club,132
2639,True,88,None,9205
2640,True,331,None,5115
2641,True,144,None,5951
2642,True,471,Religious Organization,5297
2643,True,341,None,318
2644,True,329,Sports Club,6586
2645,True,69,Sports Club,8158
2646,False,2,Religious Organization,8754
2647,False,334,Religious Organization,3365
2648,True,375,Religious Organization,3323
2649,True,440,Neighborhood Watch,8166
2650,False,58,Religious Organization,3443
2651,False,59,None,9698
2652,False,180,Neighborhood Watch,637
2653,True,288,None,7536
2654,False,462,Sports Club,234
2655,True,418,None,8133
2656,False,315,Sports Club,4113
2657,False,140,Neighborhood Watch,7874
2658,False,53,Sports Club,5409
2659,True,367,Sports Club,1416
2660,False,473,Religious Organization,5914
2661,False,329,Neighborhood Watch,4882
2662,False,423,Sports Club,5611
2663,False,344,None,9703
2664,False,40,Religious Organization,3862
2665,True,70,None,1119
2666,True,415,Religious Organization,2851
2667,False,245,None,3414
2668,False,429,None,6746
2669,True,184,Sports Club,5638
2670,True,439,Neighborhood Watch,5041
2671,True,142,None,3410
2672,True,345,Neighborhood Watch,6188
2673,False,189,Sports Club,1948
2674,True,211,Religious Organization,5441
2675,False,260,Religious Organization,6537
2676,True,117,Neighborhood Watch,578
2677,True,191,Neighborhood Watch,2138
2678,False,122,None,1863
2679,False,4,Sports Club,396
2680,False,92,Neighborhood Watch,3682
2681,True,360,Religious Organization,8818
2682,False,121,None,4123
2683,False,186,None,6211
2684,False,394,Religious Organization,5169
2685,True,130,Religious Organization,4248
2686,False,239,Religious Organization,4693
2687,True,216,Neighborhood Watch,9841
2688,True,388,Neighborhood Watch,5497
2689,False,71,Neighborhood Watch,3056
2690,False,473,None,8218
2691,True,64,Sports Club,1591
2692,True,365,None,7219
2693,False,251,Neighborhood Watch,3419
2694,True,49,Neighborhood Watch,1238
2695,False,450,Sports Club,7597
2696,False,431,None,1734
2697,False,44,Religious Organization,93
2698,False,342,Religious Organization,3318
2699,False,499,Neighborhood Watch,4867
2700,True,152,Sports Club,48
2701,False,320,Religious Organization,3341
2702,True,118,Religious Organization,6579
2703,True,128,None,5621
2704,True,93,None,1859
2705,False,257,Religious Organization,1454
2706,True,101,Neighborhood Watch,2749
2707,True,290,None,1319
2708,True,382,None,9867
2709,False,106,Sports Club,5750
2710,True,298,None,5016
2711,True,31,Neighborhood Watch,2637
2712,True,205,None,1869
2713,True,292,Neighborhood Watch,1335
2714,True,73,Neighborhood Watch,9971
2715,True,386,Neighborhood Watch,6682
2716,False,461,Neighborhood Watch,5696
2717,True,301,Religious Organization,3168
2718,False,64,Religious Organization,133
2719,False,153,Sports Club,8191
2720,False,99,None,5385
2721,True,256,None,2645
2722,True,407,Sports Club,2956
2723,False,383,Religious Organization,6972
2724,True,256,Religious Organization,6751
2725,False,296,Religious Organization,4238
2726,False,37,None,1629
2727,False,8,Religious Organization,7573
2728,True,402,Neighborhood Watch,7903
2729,False,44,Sports Club,7562
2730,True,197,Neighborhood Watch,9826
2731,True,414,Neighborhood Watch,7206
2732,False,180,Neighborhood Watch,5203
2733,False,296,Neighborhood Watch,4536
2734,True,132,None,5442
2735,False,33,Sports Club,4050
2736,True,317,Religious Organization,1639
2737,False,16,Neighborhood Watch,8077
2738,False,273,Neighborhood Watch,6176
2739,True,369,Neighborhood Watch,448
2740,False,354,Religious Organization,8374
2741,True,214,Religious Organization,7880
2742,False,90,Sports Club,4867
2743,False,383,Neighborhood Watch,9076
2744,True,62,Sports Club,9982
2745,False,345,Sports Club,2017
2746,False,455,None,1015
2747,True,471,None,4089
2748,True,423,None,3870
2749,True,335,Religious Organization,3743
2750,True,36,Neighborhood Watch,8627
2751,False,7,None,3102
2752,True,426,None,450
2753,True,113,Sports Club,5863
2754,False,173,Neighborhood Watch,7496
2755,True,418,Sports Club,5592
2756,True,145,None,7283
2757,True,456,None,2247
2758,True,161,Religious Organization,2474
2759,False,252,Neighborhood Watch,9808
2760,True,447,Religious Organization,2221
2761,False,304,Neighborhood Watch,9548
2762,False,2,Religious Organization,7208
2763,True,111,Neighborhood Watch,3137
2764,False,482,Neighborhood Watch,5410
2765,False,294,Neighborhood Watch,4768
2766,True,307,None,8270
2767,True,348,Sports Club,8381
2768,False,300,Sports Club,2777
2769,False,430,Neighborhood Watch,12
2770,False,319,Religious Organization,351
2771,True,197,None,7188
2772,False,322,Sports Club,5261
2773,False,196,Religious Organization,7962
2774,True,59,None,1451
2775,True,482,Sports Club,9226
2776,False,258,Religious Organization,2550
2777,True,45,Religious Organization,5495
2778,False,468,None,1133
2779,True,152,Neighborhood Watch,4713
2780,False,9,Religious Organization,1611
2781,False,421,Religious Organization,7896
2782,False,156,Sports Club,4132
2783,False,178,Sports Club,9747
2784,False,281,Neighborhood Watch,5500
2785,False,298,None,8317
2786,False,170,Sports Club,7183
2787,True,146,None,3782
2788,False,293,Religious Organization,9457
2789,True,372,None,304
2790,False,433,Neighborhood Watch,9392
2791,True,4,None,4573
2792,False,225,Religious Organization,4968
2793,False,470,Sports Club,2448
2794,True,179,Neighborhood Watch,631
2795,True,422,Sports Club,9004
2796,True,294,Sports Club,7844
2797,False,236,Religious Organization,5477
2798,True,7,None,1090
2799,True,90,Religious Organization,9929
2800,True,468,None,4490
2801,True,237,Neighborhood Watch,4507
2802,True,257,Sports Club,3631
2803,True,392,Neighborhood Watch,8239
2804,False,404,Neighborhood Watch,862
2805,False,374,Neighborhood Watch,9174
2806,True,279,Religious Organization,5587
2807,False,11,Neighborhood Watch,7063
2808,False,149,Sports Club,2932
2809,False,160,None,6063
2810,True,415,None,2128
2811,False,408,Religious Organization,3904
2812,False,173,Religious Organization,1061
2813,True,437,Religious Organization,6910
2814,False,187,Religious Organization,9625
2815,True,472,Religious Organization,8646
2816,True,319,Religious Organization,6531
2817,False,490,Neighborhood Watch,7344
2818,False,106,None,7120
2819,True,54,Religious Organization,4212
2820,False,377,Neighborhood Watch,5843
2821,False,185,Religious Organization,783
2822,False,90,Religious Organization,6616
2823,True,492,Neighborhood Watch,2664
2824,True,128,Neighborhood Watch,7308
2825,False,280,None,9363
2826,True,362,Neighborhood Watch,9777
2827,False,401,None,2802
2828,True,415,Religious Organization,7626
2829,False,447,None,3586
2830,False,408,Neighborhood Watch,9950
2831,False,122,None,2889
2832,True,176,Neighborhood Watch,4418
2833,False,40,Neighborhood Watch,4297
2834,False,274,Sports Club,4527
2835,True,43,Neighborhood Watch,8806
2836,True,49,Religious Organization,7661
2837,False,172,Neighborhood Watch,8002
2838,True,156,None,4742
2839,False,11,Neighborhood Watch,9603
2840,False,172,Religious Organization,9156
2841,True,168,Religious Organization,3535
2842,True,123,None,4781
2843,False,331,Religious Organization,2906
2844,False,463,Neighborhood Watch,9746
2845,True,374,Sports Club,3862
2846,True,491,None,142
2847,False,271,Neighborhood Watch,1235
2848,True,405,None,3203
2849,True,74,Sports Club,1844
2850,True,449,Neighborhood Watch,5783
2851,False,163,Neighborhood Watch,1659
2852,True,74,Sports Club,45
2853,True,190,Neighborhood Watch,5709
2854,True,217,Religious Organization,8872
2855,False,335,Sports Club,7713
2856,True,464,Religious Organization,1311
2857,True,15,None,709
2858,False,455,None,202
2859,False,397,Sports Club,7470
2860,False,4,Religious Organization,3768
2861,True,149,Sports Club,8269
2862,False,345,Sports Club,4938
2863,True,107,Neighborhood Watch,9813
2864,False,105,None,7265
2865,False,191,Religious Organization,701
2866,True,383,Neighborhood Watch,3238
2867,False,142,None,1310
2868,False,155,Religious Organization,9526
2869,True,31,Sports Club,245
2870,False,223,Sports Club,4825
2871,True,497,None,2081
2872,True,24,Neighborhood Watch,4003
2873,True,89,None,3998
2874,False,4,None,6465
2875,True,234,Neighborhood Watch,1731
2876,True,163,Neighborhood Watch,9590
2877,False,154,Religious Organization,8472
2878,False,192,Neighborhood Watch,1482
2879,True,248,Sports Club,4331
2880,True,64,Sports Club,911
2881,True,290,Neighborhood Watch,2760
2882,True,20,Neighborhood Watch,4690
2883,False,391,Neighborhood Watch,2119
2884,True,162,Sports Club,864
2885,True,473,None,1579
2886,False,311,None,6756
2887,True,462,Neighborhood Watch,592
2888,True,462,Sports Club,132
2889,False,114,Religious Organization,4213
2890,False,242,Sports Club,4921
2891,False,341,Religious Organization,5456
2892,False,205,Religious Organization,564
2893,True,197,Neighborhood Watch,5026
2894,False,70,Sports Club,8638
2895,False,199,None,1706
2896,False,104,Neighborhood Watch,26
2897,False,34,Neighborhood Watch,5193
2898,True,174,None,6547
2899,False,318,Religious Organization,4731
2900,True,404,Religious Organization,3336
2901,True,110,None,1342
2902,True,222,Neighborhood Watch,4647
2903,True,473,None,9756
2904,False,266,Sports Club,9894
2905,True,272,Neighborhood Watch,6557
2906,False,489,Sports Club,414
2907,False,318,None,8618
2908,False,385,None,2552
2909,False,480,Sports Club,980
2910,True,27,Religious Organization,4597
2911,False,358,Sports Club,8423
2912,False,53,Sports Club,843
2913,True,47,Sports Club,6884
2914,True,285,Sports Club,1853
2915,True,388,Religious Organization,2114
2916,True,476,Religious Organization,7788
2917,True,232,Sports Club,5436
2918,True,220,None,873
2919,True,147,Sports Club,7412
2920,True,154,Neighborhood Watch,3938
2921,True,59,Neighborhood Watch,7461
2922,False,317,None,1095
2923,True,407,Religious Organization,1891
2924,True,223,None,3280
2925,True,470,Religious Organization,5645
2926,True,46,Sports Club,3362
2927,True,142,Sports Club,7762
2928,False,113,Sports Club,1214
2929,False,469,Religious Organization,3145
2930,False,56,Sports Club,4071
2931,True,403,Religious Organization,2858
2932,True,412,None,2505
2933,False,482,Sports Club,4446
2934,False,456,None,731
2935,True,51,Religious Organization,7177
2936,False,163,Sports Club,8423
2937,True,495,Religious Organization,9336
2938,False,484,Religious Organization,3351
2939,False,432,Neighborhood Watch,2809
2940,False,109,Neighborhood Watch,4898
2941,False,131,None,547
2942,False,490,None,532
2943,True,228,Neighborhood Watch,1346
2944,True,344,None,3329
2945,False,440,None,2094
2946,True,359,Neighborhood Watch,6042
2947,False,434,None,8834
2948,True,266,Sports Club,6804
2949,True,247,None,3282
2950,False,267,None,6479
2951,True,425,Religious Organization,2467
2952,True,295,Religious Organization,3231
2953,True,351,Sports Club,3195
2954,False,270,None,3954
2955,True,192,Sports Club,8832
2956,False,25,Neighborhood Watch,4063
2957,True,496,None,9606
2958,True,255,None,2169
2959,False,251,Religious Organization,7534
2960,True,310,Religious Organization,6618
2961,True,150,Neighborhood Watch,4355
2962,True,461,None,102
2963,False,483,Religious Organization,9225
2964,False,54,None,9431
2965,True,499,Sports Club,5404
2966,True,494,Neighborhood Watch,7143
2967,True,361,Religious Organization,54
2968,True,356,Sports Club,5863
2969,True,317,Neighborhood Watch,5605
2970,False,159,Neighborhood Watch,3497
2971,False,92,None,2893
2972,True,51,None,6749
2973,False,99,None,9547
2974,True,275,Religious Organization,3824
2975,True,60,Neighborhood Watch,4753
2976,True,136,Sports Club,7914
2977,False,407,None,6683
2978,False,344,Sports Club,933
2979,True,426,Sports Club,8689
2980,True,159,Sports Club,5257
2981,True,81,Neighborhood Watch,2691
2982,True,39,Neighborhood Watch,7743
2983,False,412,None,4863
2984,True,363,Sports Club,1012
2985,False,15,Religious Organization,7890
2986,True,302,Sports Club,2702
2987,True,312,Sports Club,599
2988,True,370,Sports Club,5381
2989,True,396,None,9512
2990,False,368,Sports Club,8737
2991,True,0,Neighborhood Watch,8711
2992,True,277,Neighborhood Watch,9963
2993,True,336,Religious Organization,5398
2994,True,158,Religious Organization,141
2995,True,459,Sports Club,4655
2996,False,109,Neighborhood Watch,5838
2997,False,347,Neighborhood Watch,5201
2998,False,209,Neighborhood Watch,776
2999,False,335,Religious Organization,8380
3000,False,364,Religious Organization,474
3001,False,385,Sports Club,2526
3002,True,151,Neighborhood Watch,1213
3003,True,359,None,9904
3004,False,68,None,1711
3005,False,146,Religious Organization,4691
3006,True,412,Neighborhood Watch,6090
3007,False,397,Sports Club,503
3008,False,6,Neighborhood Watch,2406
3009,False,11,Neighborhood Watch,2883
3010,False,288,Religious Organization,9982
3011,False,271,Sports Club,7734
3012,False,301,None,8417
3013,False,441,None,5725
3014,True,451,None,7858
3015,False,348,None,3772
3016,True,409,Religious Organization,6047
3017,True,45,Neighborhood Watch,3171
3018,True,144,Religious Organization,140
3019,False,395,Sports Club,3264
3020,True,413,Neighborhood Watch,3682
3021,False,396,Religious Organization,9131
3022,True,345,Sports Club,2091
3023,True,379,Religious Organization,8103
3024,False,426,Religious Organization,3116
3025,False,469,None,8275
3026,True,482,None,7754
3027,False,460,Sports Club,2301
3028,True,105,Sports Club,5045
3029,True,145,Religious Organization,549
3030,True,71,Neighborhood Watch,1898
3031,True,158,Neighborhood Watch,8679
3032,True,123,Religious Organization,5154
3033,False,51,Sports Club,2481
3034,False,249,Neighborhood Watch,6964
3035,False,194,Neighborhood Watch,9167
3036,True,215,Sports Club,8078
3037,True,329,Neighborhood Watch,9806
3038,True,238,Neighborhood Watch,4497
3039,True,398,Sports Club,7196
3040,True,223,Sports Club,4055
3041,True,392,Religious Organization,4866
3042,False,370,None,8469
3043,False,14,Sports Club,8047
3044,True,494,Neighborhood Watch,9985
3045,False,209,None,6783
3046,True,17,Sports Club,2865
3047,True,227,Sports Club,4825
3048,False,168,Sports Club,972
3049,True,261,Sports Club,8744
3050,True,484,Sports Club,4880
3051,True,37,Neighborhood Watch,8558
3052,False,100,None,3095
3053,False,414,None,3308
3054,True,142,Religious Organization,6816
3055,True,407,Religious Organization,5694
3056,True,288,Neighborhood Watch,4161
3057,True,357,Religious Organization,6863
3058,True,51,None,3132
3059,False,121,None,2781
3060,True,14,Religious Organization,6670
3061,True,424,Neighborhood Watch,910
3062,True,375,Religious Organization,6255
3063,False,255,Sports Club,4137
3064,True,240,None,5752
3065,True,115,None,5569
3066,True,30,Neighborhood Watch,9046
3067,True,273,Neighborhood Watch,7321
3068,True,482,Neighborhood Watch,1228
3069,True,55,None,3317
3070,True,43,Neighborhood Watch,1573
3071,True,478,Neighborhood Watch,4989
3072,False,451,Neighborhood Watch,6035
3073,False,330,Religious Organization,2845
3074,False,319,Neighborhood Watch,5115
3075,True,308,Religious Organization,2837
3076,False,177,Sports Club,401
3077,True,288,None,3571
3078,True,300,Sports Club,691
3079,False,279,Neighborhood Watch,2222
3080,True,64,Religious Organization,8895
3081,True,22,Neighborhood Watch,5090
3082,True,243,Neighborhood Watch,4321
3083,True,57,Religious Organization,3771
3084,False,475,Sports Club,7474
3085,True,468,None,1196
3086,True,391,Sports Club,6351
3087,True,22,Neighborhood Watch,8112
3088,False,288,Religious Organization,8735
3089,True,256,Neighborhood Watch,7454
3090,False,223,Religious Organization,8388
3091,True,382,Religious Organization,364
3092,True,152,Religious Organization,4759
3093,True,15,None,1543
3094,False,258,Sports Club,1234
3095,True,308,Sports Club,145
3096,True,160,None,8136
3097,False,182,None,2289
3098,True,95,Religious Organization,3183
3099,False,2,None,2561
3100,True,378,Sports Club,6948
3101,False,333,Neighborhood Watch,3086
3102,False,291,Neighborhood Watch,2384
3103,False,235,Neighborhood Watch,4922
3104,False,183,Sports Club,9882
3105,False,280,Sports Club,8567
3106,True,57,Sports Club,2815
3107,False,469,Religious Organization,7822
3108,False,117,None,3452
3109,True,487,Neighborhood Watch,9623
3110,False,98,Sports Club,2688
3111,False,489,None,5143
3112,False,91,Neighborhood Watch,8190
3113,False,191,None,4596
3114,True,186,Religious Organization,9582
3115,True,339,Religious Organization,2412
3116,True,272,Religious Organization,5112
3117,False,103,None,1368
3118,False,165,Religious Organization,7678
3119,False,202,Religious Organization,9561
3120,False,57,Sports Club,4431
3121,True,475,Neighborhood Watch,5204
3122,False,310,None,3183
3123,True,434,None,7610
3124,True,247,None,9225
3125,True,275,Neighborhood Watch,9554
3126,False,121,Neighborhood Watch,7647
3127,True,10,Neighborhood Watch,9903
3128,False,151,None,8898
3129,False,413,None,5695
3130,True,381,Religious Organization,4553
3131,True,282,None,7106
3132,True,349,Neighborhood Watch,3682
3133,True,417,Sports Club,3186
3134,True,324,None,2283
3135,False,378,Neighborhood Watch,2689
3136,False,324,Religious Organization,984
3137,True,458,Sports Club,5289
3138,True,213,Religious Organization,1686
3139,True,462,Neighborhood Watch,4180
3140,True,216,Religious Organization,5290
3141,True,207,Neighborhood Watch,7553
3142,False,481,Sports Club,5023
3143,False,234,None,5686
3144,True,65,Neighborhood Watch,6673
3145,True,272,None,8533
3146,False,393,Sports Club,9121
3147,False,197,None,3259
3148,True,349,Religious Organization,9148
3149,False,123,Religious Organization,417
3150,False,1,Religious Organization,7252
3151,True,7,Sports Club,5092
3152,True,355,Religious Organization,801
3153,False,322,Religious Organization,3995
3154,False,452,Religious Organization,9369
3155,True,102,Neighborhood Watch,8385
3156,False,333,Religious Organization,6845
3157,False,276,Sports Club,1611
3158,False,160,Neighborhood Watch,6182
3159,False,260,Sports Club,5743
3160,False,254,Religious Organization,90
3161,False,57,Religious Organization,6919
3162,False,31,None,1837
3163,True,31,Neighborhood Watch,2521
3164,False,353,None,4549
3165,True,170,Neighborhood Watch,938
3166,False,499,Religious Organization,1395
3167,True,345,Neighborhood Watch,4383
3168,False,441,Sports Club,795
3169,True,142,Religious Organization,7671
3170,True,136,Sports Club,9224
3171,True,207,None,1508
3172,True,405,Religious Organization,9330
3173,True,460,Neighborhood Watch,4175
3174,False,497,Sports Club,4034
3175,True,394,Religious Organization,5101
3176,True,477,Neighborhood Watch,8812
3177,True,416,Sports Club,2488
3178,False,155,Religious Organization,5926
3179,False,311,Sports Club,3049
3180,True,327,Sports Club,2145
3181,False,46,Neighborhood Watch,9620
3182,True,22,None,5276
3183,False,207,Religious Organization,2672
3184,False,338,Religious Organization,1411
3185,False,176,Sports Club,8733
3186,False,181,Neighborhood Watch,6755
3187,True,301,Religious Organization,7447
3188,True,335,None,4416
3189,False,346,Neighborhood Watch,5855
3190,True,58,Religious Organization,7301
3191,True,133,Neighborhood Watch,5544
3192,True,351,Sports Club,9753
3193,True,306,Sports Club,6368
3194,True,435,Neighborhood Watch,2112
3195,True,147,Neighborhood Watch,9583
3196,True,188,Religious Organization,6758
3197,False,476,Neighborhood Watch,331
3198,False,465,Neighborhood Watch,8927
3199,True,415,Neighborhood Watch,9417
3200,True,298,Neighborhood Watch,4540
3201,True,15,Neighborhood Watch,4042
3202,False,440,Neighborhood Watch,4155
3203,True,152,Sports Club,7584
3204,True,291,Religious Organization,6592
3205,True,116,None,477
3206,True,266,Religious Organization,7109
3207,False,345,None,3762
3208,True,63,Neighborhood Watch,6198
3209,True,331,Neighborhood Watch,5274
3210,False,400,Religious Organization,7234
3211,False,209,None,9706
3212,True,158,Religious Organization,9261
3213,False,174,Sports Club,7899
3214,False,499,None,4513
3215,True,40,Sports Club,3468
3216,True,109,Sports Club,4268
3217,True,317,Religious Organization,580
3218,False,328,None,9868
3219,True,306,Neighborhood Watch,1680
3220,False,254,None,5540
3221,False,264,None,7357
3222,True,477,None,7458
3223,True,178,None,8723
3224,True,125,None,1663
3225,False,333,Religious Organization,5265
3226,False,3,None,8538
3227,False,169,None,6797
3228,False,237,None,3598
3229,False,488,Religious Organization,4971
3230,True,245,Sports Club,3404
3231,False,237,None,5989
3232,False,377,Religious Organization,2885
3233,True,249,Neighborhood Watch,1088
3234,True,405,None,1621
3235,False,470,Religious Organization,1822
3236,True,167,Neighborhood Watch,2862
3237,True,27,Sports Club,7404
3238,False,75,Neighborhood Watch,1619
3239,False,135,None,7367
3240,True,12,None,2586
3241,True,5,Sports Club,3370
3242,False,203,Sports Club,7941
3243,False,54,None,3421
3244,True,459,Neighborhood Watch,6689
3245,True,341,Neighborhood Watch,2835
3246,False,366,Neighborhood Watch,7379
3247,False,414,Religious Organization,3186
3248,True,444,None,5874
3249,True,73,Religious Organization,405
3250,True,423,Religious Organization,4943
3251,False,134,Religious Organization,5507
3252,True,261,Religious Organization,8903
3253,False,419,Neighborhood Watch,418
3254,False,202,Neighborhood Watch,4085
3255,False,149,Religious Organization,6665
3256,True,477,Sports Club,2330
3257,False,230,Neighborhood Watch,5587
3258,False,173,Sports Club,1964
3259,True,229,None,7078
3260,True,248,Neighborhood Watch,3064
3261,False,327,Religious Organization,1091
3262,True,123,Neighborhood Watch,6686
3263,True,446,Neighborhood Watch,9662
3264,True,92,Sports Club,8214
3265,True,2,Religious Organization,9423
3266,False,163,Religious Organization,1923
3267,True,30,None,4482
3268,False,110,None,5754
3269,True,413,Religious Organization,2196
3270,True,308,None,1728
3271,True,13,Religious Organization,7943
3272,False,447,Neighborhood Watch,5362
3273,True,221,Sports Club,3249
3274,False,48,None,8164
3275,True,88,Religious Organization,1650
3276,True,395,Religious Organization,9399
3277,True,21,Neighborhood Watch,19
3278,True,352,Neighborhood Watch,7746
3279,False,263,Neighborhood Watch,1894
3280,False,378,None,4190
3281,False,94,Neighborhood Watch,8160
3282,False,61,Neighborhood Watch,748
3283,False,130,Neighborhood Watch,5904
3284,True,133,Religious Organization,9318
3285,True,46,Neighborhood Watch,4755
3286,False,337,Religious Organization,3055
3287,False,480,Sports Club,5540
3288,True,76,Neighborhood Watch,6899
3289,False,127,Neighborhood Watch,6197
3290,False,338,Neighborhood Watch,649
3291,False,18,None,6064
3292,True,410,Religious Organization,8136
3293,False,57,Neighborhood Watch,4285
3294,True,227,Neighborhood Watch,6610
3295,True,203,None,1308
3296,True,177,Religious Organization,2327
3297,True,114,Sports Club,1445
3298,False,282,None,8782
3299,False,306,Neighborhood Watch,7962
3300,True,215,None,1778
3301,True,239,None,398
3302,False,229,Religious Organization,4875
3303,True,295,Religious Organization,9996
3304,False,381,None,4587
3305,True,248,Religious Organization,8449
3306,False,162,Sports Club,7798
3307,False,474,Neighborhood Watch,3212
3308,False,487,None,4522
3309,False,355,Religious Organization,9429
3310,False,192,Sports Club,7205
3311,True,458,Sports Club,8426
3312,False,147,Sports Club,4683
3313,True,101,Neighborhood Watch,5241
3314,True,84,Neighborhood Watch,6461
3315,False,407,Neighborhood Watch,8281
3316,True,443,Religious Organization,4909
3317,False,379,Religious Organization,3961
3318,False,384,Neighborhood Watch,3482
3319,False,463,None,3429
3320,True,368,Sports Club,2040
3321,False,403,Religious Organization,7172
3322,False,119,Religious Organization,7474
3323,True,120,Sports Club,3916
3324,True,129,None,8062
3325,False,127,Sports Club,2912
3326,True,268,Religious Organization,1741
3327,True,185,Religious Organization,1912
3328,False,84,Religious Organization,4918
3329,False,31,Neighborhood Watch,4398
3330,False,192,None,1918
3331,True,19,Religious Organization,9145
3332,True,236,None,2929
3333,True,424,Neighborhood Watch,9883
3334,True,47,Sports Club,9677
3335,True,43,Neighborhood Watch,3302
3336,True,138,Sports Club,9818
3337,True,127,Sports Club,5562
3338,False,339,None,7995
3339,False,93,None,8306
3340,False,361,Sports Club,4574
3341,False,69,None,6830
3342,True,383,Neighborhood Watch,5236
3343,False,47,Religious Organization,6862
3344,False,173,Sports Club,2821
3345,True,479,Neighborhood Watch,6932
3346,True,442,Sports Club,3618
3347,True,277,Sports Club,4764
3348,True,58,None,3662
3349,False,413,Sports Club,5145
3350,False,402,None,6237
3351,True,266,Sports Club,878
3352,True,361,Religious Organization,155
3353,True,280,Religious Organization,7152
3354,False,191,Neighborhood Watch,1126
3355,True,443,Neighborhood Watch,7102
3356,True,262,Sports Club,3869
3357,True,231,Religious Organization,1533
3358,False,75,Sports Club,9830
3359,True,241,Sports Club,3823
3360,True,229,Neighborhood Watch,7678
3361,True,71,Neighborhood Watch,3813
3362,True,193,Sports Club,1827
3363,False,421,None,2225
3364,True,479,Religious Organization,2891
3365,True,62,Sports Club,4686
3366,False,118,None,2672
3367,False,269,Religious Organization,3110
3368,True,336,Religious Organization,7878
3369,True,269,Sports Club,9096
3370,True,99,Neighborhood Watch,3118
3371,False,340,Neighborhood Watch,6118
3372,True,36,None,9070
3373,True,475,Sports Club,2012
3374,False,163,Religious Organization,3123
3375,False,345,Sports Club,901
3376,False,387,Religious Organization,9729
3377,False,163,Sports Club,7867
3378,False,418,Sports Club,7064
3379,False,160,Sports Club,1771
3380,False,167,Neighborhood Watch,6270
3381,True,377,None,1007
3382,True,320,Religious Organization,7807
3383,True,234,Religious Organization,3827
3384,True,145,None,3556
3385,False,107,Sports Club,9075
3386,False,357,Religious Organization,4366
3387,False,67,Neighborhood Watch,4189
3388,True,441,None,1471
3389,True,273,Religious Organization,3819
3390,True,114,Neighborhood Watch,8902
3391,False,96,Religious Organization,1216
3392,True,262,None,3289
3393,True,76,Neighborhood Watch,346
3394,False,308,Neighborhood Watch,3430
3395,False,497,None,4087
3396,False,67,Religious Organization,8193
3397,True,412,None,9799
3398,False,89,Religious Organization,8245
3399,False,128,Religious Organization,6991
3400,False,182,None,5064
3401,True,247,None,2392
3402,False,145,Neighborhood Watch,6171
3403,False,62,Sports Club,198
3404,False,248,Sports Club,7218
3405,True,264,Religious Organization,4144
3406,True,121,Neighborhood Watch,3915
3407,True,275,Neighborhood Watch,3727
3408,False,243,Religious Organization,2053
3409,True,409,Sports Club,7118
3410,True,288,Religious Organization,6603
3411,False,389,Neighborhood Watch,3564
3412,True,12,Sports Club,6955
3413,True,137,Neighborhood Watch,6430
3414,False,452,None,4120
3415,False,468,Neighborhood Watch,4947
3416,False,354,Sports Club,7771
3417,True,237,Neighborhood Watch,7503
3418,True,404,Sports Club,7962
3419,False,367,None,5672
3420,True,380,Neighborhood Watch,90
3421,False,70,Neighborhood Watch,6827
3422,True,34,Religious Organization,2263
3423,False,41,Sports Club,714
3424,False,407,Neighborhood Watch,704
3425,True,378,Neighborhood Watch,6469
3426,False,339,None,5019
3427,False,174,Neighborhood Watch,8710
3428,True,2,Sports Club,9183
3429,False,374,Neighborhood Watch,655
3430,False,214,Religious Organization,2007
3431,False,238,Neighborhood Watch,5647
3432,False,334,Religious Organization,5321
3433,False,196,Neighborhood Watch,4346
3434,False,290,Religious Organization,8356
3435,False,43,Sports Club,1366
3436,False,143,Neighborhood Watch,876
3437,False,473,Religious Organization,5774
3438,False,133,Religious Organization,9968
3439,False,365,None,2631
3440,True,78,Religious Organization,9001
3441,False,476,Neighborhood Watch,616
3442,True,375,Religious Organization,5070
3443,True,4,None,9394
3444,True,188,Sports Club,4024
3445,True,273,Sports Club,6400
3446,True,312,Sports Club,5101
3447,True,260,None,3613
3448,False,474,Neighborhood Watch,8785
3449,False,5,Religious Organization,7487
3450,False,313,Religious Organization,1497
3451,True,79,Sports Club,8050
3452,True,170,Neighborhood Watch,2550
3453,True,203,Sports Club,6117
3454,True,198,None,581
3455,False,336,None,6027
3456,True,358,Neighborhood Watch,9538
3457,False,320,Neighborhood Watch,5791
3458,True,338,None,4483
3459,False,32,Neighborhood Watch,9829
3460,False,355,Neighborhood Watch,6177
3461,False,246,Religious Organization,732
3462,False,292,Religious Organization,9333
3463,False,51,Sports Club,1634
3464,True,144,Religious Organization,6506
3465,True,382,Neighborhood Watch,9801
3466,True,138,Sports Club,4291
3467,True,428,Religious Organization,8594
3468,False,234,None,5773
3469,False,292,Sports Club,6259
3470,False,376,Sports Club,9555
3471,True,104,Neighborhood Watch,624
3472,True,423,None,3166
3473,True,150,None,9611
3474,False,60,Religious Organization,5471
3475,False,473,None,4166
3476,True,423,None,2231
3477,True,286,Sports Club,1209
3478,False,81,Sports Club,586
3479,False,276,None,7568
3480,True,256,Religious Organization,6004
3481,False,263,Sports Club,8506
3482,False,474,Sports Club,8226
3483,False,368,Sports Club,7496
3484,True,271,Neighborhood Watch,5043
3485,False,33,Religious Organization,8653
3486,False,266,Sports Club,5632
3487,False,108,Sports Club,8386
3488,True,158,None,9257
3489,False,241,Neighborhood Watch,4931
3490,False,7,None,4134
3491,True,40,Sports Club,8351
3492,False,442,Neighborhood Watch,7419
