CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
3791,Master's Degree,Business,2018,Native
3792,Master's Degree,Arts,1982,Native
3793,High School,Arts,1996,Basic
3794,Master's Degree,Business,1972,Native
3795,High School,Sciences,1996,Fluent
3796,Master's Degree,Engineering,2008,Basic
3797,High School,Sciences,2009,Fluent
3798,Master's Degree,Law,2003,Fluent
3799,Bachelor's Degree,Business,1984,Intermediate
3800,Bachelor's Degree,Law,1991,Fluent
3801,Bachelor's Degree,Arts,1972,Native
3802,Bachelor's Degree,Arts,1987,Intermediate
3803,Master's Degree,Arts,1984,Fluent
3804,PhD,Sciences,1995,Fluent
3805,PhD,Arts,1984,Native
3806,Bachelor's Degree,Sciences,2011,Basic
3807,PhD,Law,2018,Fluent
3808,Master's Degree,Sciences,2016,Fluent
3809,PhD,Sciences,2014,Basic
3810,PhD,Business,2005,Basic
3811,PhD,Business,1994,Intermediate
3812,Associate's Degree,Engineering,1977,Intermediate
3813,High School,Sciences,2016,Intermediate
3814,Bachelor's Degree,Business,1993,Basic
3815,Master's Degree,Law,2008,Fluent
3816,Associate's Degree,Business,1986,Fluent
3817,High School,Business,1974,Native
3818,Bachelor's Degree,Engineering,2006,Intermediate
3819,High School,Business,1998,Intermediate
3820,Associate's Degree,Business,1977,Native
3821,Associate's Degree,Sciences,1977,Intermediate
3822,Bachelor's Degree,Sciences,1998,Basic
3823,High School,Law,2004,Basic
3824,Bachelor's Degree,Arts,1983,Intermediate
3825,Bachelor's Degree,Sciences,2007,Intermediate
3826,Bachelor's Degree,Arts,1992,Intermediate
3827,Associate's Degree,Engineering,1983,Basic
3828,Master's Degree,Business,1990,Fluent
3829,PhD,Arts,2009,Basic
3830,Associate's Degree,Arts,1973,Fluent
3831,Master's Degree,Business,1972,Native
3832,Associate's Degree,Sciences,1974,Fluent
3833,High School,Engineering,1971,Basic
3834,PhD,Engineering,1997,Intermediate
3835,PhD,Law,2004,Basic
3836,Associate's Degree,Arts,2002,Basic
3837,Bachelor's Degree,Engineering,2012,Native
3838,Master's Degree,Business,2006,Basic
3839,Bachelor's Degree,Sciences,1985,Basic
3840,PhD,Business,1985,Native
3841,Associate's Degree,Arts,1975,Basic
3842,PhD,Law,2004,Intermediate
3843,High School,Business,1979,Intermediate
3844,PhD,Arts,1970,Fluent
3845,High School,Business,1972,Basic
3846,Associate's Degree,Business,2002,Fluent
3847,Master's Degree,Sciences,1996,Basic
3848,Associate's Degree,Sciences,2006,Basic
3849,PhD,Arts,2020,Intermediate
3850,PhD,Engineering,2020,Fluent
3851,Associate's Degree,Engineering,1990,Basic
3852,Associate's Degree,Law,2019,Basic
3853,PhD,Engineering,2014,Fluent
3854,High School,Law,1988,Fluent
3855,High School,Sciences,2001,Intermediate
3856,PhD,Sciences,2007,Basic
3857,High School,Law,1990,Basic
3858,High School,Law,1975,Intermediate
3859,PhD,Law,1972,Native
3860,Master's Degree,Sciences,1993,Fluent
3861,PhD,Sciences,1993,Native
3862,Associate's Degree,Arts,1974,Basic
3863,PhD,Engineering,1992,Native
3864,High School,Business,2015,Native
3865,High School,Engineering,2020,Fluent
3866,Master's Degree,Law,2000,Basic
3867,Associate's Degree,Business,1979,Intermediate
3868,PhD,Engineering,1980,Fluent
3869,PhD,Business,2006,Fluent
3870,Associate's Degree,Arts,2006,Intermediate
3871,Associate's Degree,Arts,2002,Basic
3872,Associate's Degree,Business,2019,Fluent
3873,Bachelor's Degree,Arts,1988,Fluent
3874,Bachelor's Degree,Business,2012,Fluent
3875,Associate's Degree,Law,1971,Native
3876,Associate's Degree,Arts,2004,Intermediate
3877,PhD,Arts,1999,Native
3878,Master's Degree,Law,1987,Basic
3879,Bachelor's Degree,Sciences,1999,Native
3880,Master's Degree,Arts,1976,Basic
3881,Master's Degree,Law,1999,Fluent
3882,Master's Degree,Arts,2010,Basic
3883,PhD,Arts,2021,Native
3884,PhD,Sciences,1999,Fluent
3885,Bachelor's Degree,Business,2002,Basic
3886,Bachelor's Degree,Law,2003,Fluent
3887,PhD,Engineering,2000,Basic
3888,Bachelor's Degree,Business,2010,Intermediate
3889,PhD,Law,1987,Native
3890,Associate's Degree,Law,1995,Basic
3891,High School,Sciences,1977,Fluent
3892,High School,Law,1972,Native
3893,PhD,Engineering,1983,Fluent
3894,Master's Degree,Business,1972,Native
3895,Bachelor's Degree,Engineering,1997,Intermediate
3896,High School,Sciences,2007,Native
3897,PhD,Arts,1970,Intermediate
3898,High School,Engineering,1991,Native
3899,PhD,Business,1977,Fluent
3900,Associate's Degree,Engineering,1984,Basic
3901,Master's Degree,Sciences,2007,Native
3902,Associate's Degree,Business,1972,Fluent
3903,Master's Degree,Sciences,1972,Basic
3904,PhD,Arts,1993,Fluent
3905,Associate's Degree,Sciences,2011,Basic
3906,High School,Sciences,2009,Intermediate
3907,Associate's Degree,Business,1989,Native
3908,Master's Degree,Arts,1984,Intermediate
3909,Bachelor's Degree,Arts,1996,Basic
3910,Master's Degree,Sciences,1984,Native
3911,PhD,Arts,1977,Native
3912,Master's Degree,Business,1997,Fluent
3913,PhD,Sciences,2006,Fluent
3914,PhD,Arts,2007,Native
3915,PhD,Business,1988,Basic
3916,High School,Business,1986,Intermediate
3917,Associate's Degree,Law,1977,Fluent
3918,Associate's Degree,Law,1996,Intermediate
3919,PhD,Arts,1981,Native
3920,Bachelor's Degree,Business,2013,Fluent
3921,PhD,Law,1973,Fluent
3922,PhD,Business,1988,Fluent
3923,High School,Arts,1978,Fluent
3924,Bachelor's Degree,Arts,1998,Intermediate
3925,Master's Degree,Engineering,1993,Fluent
3926,Master's Degree,Engineering,1989,Native
3927,PhD,Engineering,1994,Basic
3928,Bachelor's Degree,Engineering,2019,Intermediate
3929,Bachelor's Degree,Engineering,1970,Native
3930,Bachelor's Degree,Engineering,1990,Native
3931,Associate's Degree,Engineering,2020,Fluent
3932,Bachelor's Degree,Arts,1996,Native
3933,Bachelor's Degree,Law,1999,Native
3934,Master's Degree,Sciences,1999,Fluent
3935,Master's Degree,Law,1977,Native
3936,Master's Degree,Engineering,1993,Fluent
3937,PhD,Arts,2018,Basic
3938,Bachelor's Degree,Sciences,1975,Fluent
3939,High School,Business,2018,Intermediate
3940,Master's Degree,Business,1992,Native
3941,PhD,Business,1995,Native
3942,Associate's Degree,Sciences,1986,Intermediate
3943,PhD,Arts,2012,Fluent
3944,High School,Sciences,1985,Native
3945,High School,Law,1970,Fluent
3946,High School,Law,1970,Basic
3947,High School,Sciences,2015,Fluent
3948,Associate's Degree,Business,1997,Fluent
3949,Bachelor's Degree,Engineering,1995,Basic
3950,Bachelor's Degree,Law,1976,Fluent
3951,High School,Sciences,2002,Intermediate
3952,PhD,Law,1983,Native
3953,Associate's Degree,Arts,2019,Native
3954,PhD,Engineering,2003,Intermediate
3955,High School,Law,1985,Native
3956,Associate's Degree,Arts,1984,Fluent
3957,High School,Arts,1997,Fluent
3958,Associate's Degree,Engineering,2014,Basic
3959,Master's Degree,Business,1989,Fluent
3960,Master's Degree,Law,1985,Fluent
3961,High School,Sciences,1990,Fluent
3962,Master's Degree,Engineering,1985,Basic
3963,PhD,Law,1993,Native
3964,Associate's Degree,Law,1985,Native
3965,Bachelor's Degree,Business,1976,Intermediate
3966,High School,Arts,1979,Basic
3967,Master's Degree,Sciences,1973,Native
3968,Associate's Degree,Engineering,1998,Fluent
3969,Master's Degree,Sciences,1982,Basic
3970,Master's Degree,Law,2017,Intermediate
3971,Master's Degree,Law,1985,Basic
3972,Master's Degree,Business,1982,Basic
3973,PhD,Sciences,1980,Fluent
3974,High School,Sciences,1981,Basic
3975,Associate's Degree,Arts,2006,Basic
3976,Associate's Degree,Business,1974,Basic
3977,High School,Business,2022,Intermediate
3978,Bachelor's Degree,Arts,1984,Native
3979,High School,Engineering,1974,Intermediate
3980,Master's Degree,Business,1995,Intermediate
3981,Associate's Degree,Engineering,2003,Intermediate
3982,High School,Arts,2019,Native
3983,High School,Sciences,2012,Native
3984,Bachelor's Degree,Law,1983,Fluent
3985,High School,Arts,2006,Intermediate
3986,Associate's Degree,Engineering,1983,Intermediate
3987,Bachelor's Degree,Law,2005,Native
3988,Master's Degree,Arts,1987,Intermediate
3989,PhD,Law,2009,Native
3990,High School,Law,2021,Intermediate
3991,High School,Arts,1981,Native
3992,Bachelor's Degree,Engineering,1971,Fluent
3993,Associate's Degree,Sciences,1987,Fluent
3994,High School,Sciences,2017,Fluent
3995,High School,Business,1993,Native
3996,Bachelor's Degree,Arts,1997,Native
3997,High School,Arts,1980,Native
3998,High School,Sciences,2021,Basic
3999,High School,Law,2003,Basic
4000,PhD,Law,2021,Native
4001,PhD,Business,1980,Basic
4002,Bachelor's Degree,Law,1999,Fluent
4003,High School,Business,1981,Intermediate
4004,Bachelor's Degree,Business,1979,Basic
4005,Master's Degree,Sciences,2009,Intermediate
4006,High School,Arts,1984,Fluent
4007,Associate's Degree,Arts,2022,Basic
4008,PhD,Arts,1991,Intermediate
4009,High School,Law,1974,Fluent
4010,Bachelor's Degree,Engineering,1975,Intermediate
4011,High School,Business,1981,Intermediate
4012,PhD,Law,1979,Fluent
4013,Bachelor's Degree,Law,1985,Native
4014,PhD,Law,1979,Basic
4015,Associate's Degree,Engineering,1983,Intermediate
4016,Master's Degree,Sciences,2008,Fluent
4017,Bachelor's Degree,Engineering,2022,Native
4018,PhD,Engineering,1991,Intermediate
4019,High School,Sciences,2022,Native
4020,Associate's Degree,Engineering,2016,Basic
4021,Associate's Degree,Engineering,1983,Native
4022,PhD,Engineering,2012,Fluent
4023,PhD,Sciences,1973,Basic
4024,PhD,Law,2002,Native
4025,High School,Engineering,1999,Basic
4026,High School,Engineering,1984,Fluent
4027,Bachelor's Degree,Business,1987,Native
4028,High School,Arts,1994,Intermediate
4029,Master's Degree,Business,1983,Intermediate
4030,Associate's Degree,Sciences,2014,Fluent
4031,Master's Degree,Sciences,1992,Fluent
4032,PhD,Law,1975,Basic
4033,PhD,Business,1989,Intermediate
4034,PhD,Sciences,1992,Basic
4035,PhD,Sciences,2021,Basic
4036,Associate's Degree,Sciences,2001,Native
4037,PhD,Engineering,2014,Fluent
4038,Associate's Degree,Engineering,2000,Intermediate
4039,Master's Degree,Law,2021,Basic
4040,Bachelor's Degree,Sciences,1992,Basic
4041,High School,Law,1986,Intermediate
4042,Master's Degree,Business,1992,Native
4043,PhD,Business,2016,Native
4044,PhD,Engineering,2002,Native
4045,Associate's Degree,Engineering,2000,Intermediate
4046,Associate's Degree,Sciences,1971,Native
4047,Associate's Degree,Business,2016,Fluent
4048,Associate's Degree,Arts,2016,Fluent
4049,Associate's Degree,Sciences,1979,Basic
4050,Master's Degree,Arts,2008,Intermediate
4051,PhD,Business,1981,Intermediate
4052,PhD,Engineering,2000,Intermediate
4053,Associate's Degree,Law,2009,Intermediate
4054,Master's Degree,Arts,2017,Intermediate
4055,PhD,Law,2020,Native
4056,Associate's Degree,Business,2022,Basic
4057,PhD,Engineering,2018,Native
4058,High School,Law,2004,Native
4059,PhD,Law,1975,Intermediate
4060,PhD,Engineering,1976,Fluent
4061,Master's Degree,Sciences,1977,Intermediate
4062,Bachelor's Degree,Engineering,2014,Basic
4063,High School,Business,1977,Basic
4064,Associate's Degree,Business,1973,Fluent
4065,PhD,Business,2020,Native
4066,High School,Engineering,1983,Fluent
4067,Bachelor's Degree,Sciences,2002,Native
4068,High School,Engineering,2007,Native
4069,Associate's Degree,Law,2010,Intermediate
4070,Master's Degree,Business,2014,Native
4071,Associate's Degree,Arts,2018,Native
4072,Master's Degree,Law,2022,Native
4073,Bachelor's Degree,Arts,2015,Fluent
4074,High School,Law,2016,Fluent
4075,Master's Degree,Business,2006,Basic
4076,Bachelor's Degree,Law,1980,Fluent
4077,High School,Law,1975,Native
4078,Bachelor's Degree,Arts,1995,Native
4079,High School,Sciences,1994,Native
4080,Bachelor's Degree,Business,2020,Fluent
4081,High School,Engineering,1985,Native
4082,Associate's Degree,Sciences,2010,Basic
4083,High School,Sciences,1982,Native
4084,Bachelor's Degree,Sciences,1991,Fluent
4085,Master's Degree,Sciences,2019,Native
4086,Associate's Degree,Business,2022,Basic
4087,Bachelor's Degree,Law,2021,Fluent
4088,Bachelor's Degree,Sciences,1988,Intermediate
4089,Master's Degree,Law,1975,Basic
4090,Master's Degree,Engineering,1970,Basic
4091,High School,Engineering,1988,Native
4092,PhD,Engineering,1973,Intermediate
4093,Master's Degree,Sciences,1983,Native
4094,Associate's Degree,Business,2012,Basic
4095,Master's Degree,Law,2009,Native
4096,Master's Degree,Arts,2017,Intermediate
4097,Associate's Degree,Business,2000,Native
4098,Master's Degree,Business,2015,Basic
4099,High School,Engineering,1971,Intermediate
4100,Bachelor's Degree,Engineering,2001,Basic
4101,Associate's Degree,Arts,1983,Basic
4102,Bachelor's Degree,Engineering,1997,Fluent
4103,PhD,Business,2020,Fluent
4104,Associate's Degree,Engineering,2002,Intermediate
4105,Associate's Degree,Law,2022,Intermediate
4106,Associate's Degree,Sciences,2013,Intermediate
4107,High School,Engineering,1997,Basic
4108,Bachelor's Degree,Engineering,2014,Basic
4109,High School,Sciences,2001,Native
4110,Associate's Degree,Engineering,1973,Fluent
4111,PhD,Law,1988,Fluent
4112,Bachelor's Degree,Arts,2010,Native
4113,PhD,Sciences,1997,Native
4114,Master's Degree,Sciences,2015,Basic
4115,Associate's Degree,Engineering,1987,Basic
4116,Master's Degree,Law,1980,Native
4117,PhD,Sciences,2013,Native
4118,PhD,Engineering,1988,Intermediate
4119,High School,Engineering,1975,Native
4120,High School,Business,2011,Basic
4121,Master's Degree,Sciences,2012,Basic
4122,PhD,Business,1999,Fluent
4123,Master's Degree,Business,1989,Basic
4124,High School,Sciences,1997,Native
4125,Master's Degree,Arts,1994,Intermediate
4126,PhD,Sciences,2011,Fluent
4127,Bachelor's Degree,Engineering,1997,Intermediate
4128,High School,Sciences,1985,Intermediate
4129,Master's Degree,Business,1987,Fluent
4130,Bachelor's Degree,Sciences,1976,Basic
4131,Associate's Degree,Engineering,2020,Native
4132,Associate's Degree,Law,2007,Native
4133,Associate's Degree,Business,2008,Intermediate
4134,Master's Degree,Business,2000,Native
4135,Bachelor's Degree,Engineering,1971,Fluent
4136,Associate's Degree,Sciences,2017,Native
4137,Bachelor's Degree,Sciences,1994,Fluent
4138,Associate's Degree,Business,2021,Fluent
4139,PhD,Sciences,1993,Basic
4140,Master's Degree,Business,1986,Fluent
4141,Associate's Degree,Engineering,2018,Native
4142,High School,Business,2007,Intermediate
4143,PhD,Business,1988,Basic
4144,Associate's Degree,Sciences,1984,Native
4145,Associate's Degree,Arts,2001,Basic
4146,Associate's Degree,Sciences,2001,Fluent
4147,PhD,Arts,2007,Basic
4148,Master's Degree,Arts,2021,Intermediate
4149,Associate's Degree,Law,1988,Intermediate
4150,High School,Sciences,2013,Basic
4151,Bachelor's Degree,Sciences,1991,Fluent
4152,Bachelor's Degree,Arts,2016,Basic
4153,Associate's Degree,Business,2021,Native
4154,High School,Law,2003,Fluent
4155,Master's Degree,Sciences,1975,Intermediate
4156,Associate's Degree,Sciences,1985,Native
4157,PhD,Sciences,2018,Intermediate
4158,Associate's Degree,Law,1986,Intermediate
4159,High School,Sciences,1998,Fluent
4160,High School,Business,1970,Basic
4161,High School,Business,2010,Fluent
4162,High School,Engineering,1980,Native
4163,Master's Degree,Sciences,1986,Intermediate
4164,High School,Law,1976,Intermediate
4165,Bachelor's Degree,Business,1981,Fluent
4166,Bachelor's Degree,Arts,2019,Fluent
4167,PhD,Engineering,2017,Basic
4168,Master's Degree,Law,1984,Fluent
4169,PhD,Law,2006,Intermediate
4170,High School,Business,1988,Native
4171,Associate's Degree,Sciences,2003,Intermediate
4172,Associate's Degree,Arts,1976,Native
4173,PhD,Engineering,2016,Native
4174,Master's Degree,Business,2021,Basic
4175,Master's Degree,Business,2014,Basic
4176,Associate's Degree,Business,1987,Fluent
4177,Bachelor's Degree,Law,1987,Basic
4178,PhD,Law,1991,Intermediate
4179,Master's Degree,Engineering,2020,Basic
4180,Bachelor's Degree,Law,1984,Native
4181,Associate's Degree,Sciences,1999,Intermediate
4182,Bachelor's Degree,Arts,1994,Intermediate
4183,Associate's Degree,Business,2007,Basic
4184,High School,Business,2018,Fluent
4185,Associate's Degree,Arts,1972,Intermediate
4186,PhD,Law,1996,Native
4187,High School,Law,1985,Fluent
4188,PhD,Sciences,2013,Fluent
4189,High School,Arts,1981,Fluent
4190,Master's Degree,Sciences,2014,Basic
4191,Associate's Degree,Arts,2006,Basic
4192,Master's Degree,Law,1986,Fluent
4193,PhD,Engineering,1977,Intermediate
4194,High School,Business,2018,Fluent
4195,Associate's Degree,Law,2015,Native
4196,Associate's Degree,Engineering,2019,Basic
4197,High School,Law,1981,Native
4198,Bachelor's Degree,Law,2021,Basic
4199,PhD,Sciences,1987,Basic
4200,Bachelor's Degree,Law,1980,Intermediate
4201,Associate's Degree,Engineering,2013,Fluent
4202,Bachelor's Degree,Engineering,2021,Intermediate
4203,Associate's Degree,Arts,1993,Intermediate
4204,Associate's Degree,Business,1980,Fluent
4205,Master's Degree,Engineering,1979,Native
4206,Master's Degree,Sciences,1971,Intermediate
4207,Bachelor's Degree,Business,1980,Native
4208,Bachelor's Degree,Engineering,1981,Native
4209,PhD,Engineering,1977,Basic
4210,PhD,Arts,1973,Native
4211,PhD,Arts,1997,Native
4212,Master's Degree,Business,2006,Native
4213,Associate's Degree,Law,1986,Basic
4214,Master's Degree,Business,2005,Intermediate
4215,High School,Business,2005,Fluent
4216,Associate's Degree,Arts,2005,Native
4217,Associate's Degree,Business,1971,Basic
4218,Associate's Degree,Arts,2010,Intermediate
4219,PhD,Law,1971,Native
4220,Master's Degree,Law,1984,Fluent
4221,PhD,Sciences,1987,Fluent
4222,High School,Business,1990,Native
4223,PhD,Engineering,1997,Basic
4224,Associate's Degree,Business,2016,Intermediate
4225,Master's Degree,Business,2022,Fluent
4226,Associate's Degree,Arts,1972,Fluent
4227,Bachelor's Degree,Business,1977,Fluent
4228,Associate's Degree,Business,1971,Fluent
4229,High School,Law,2005,Native
4230,Master's Degree,Business,2016,Intermediate
4231,Associate's Degree,Engineering,1993,Basic
4232,Master's Degree,Business,2016,Intermediate
4233,Bachelor's Degree,Arts,1975,Intermediate
4234,Associate's Degree,Arts,1996,Intermediate
4235,Bachelor's Degree,Arts,2016,Fluent
4236,Master's Degree,Business,2007,Intermediate
4237,High School,Engineering,2021,Fluent
4238,Associate's Degree,Business,1998,Intermediate
4239,High School,Sciences,1984,Fluent
4240,Master's Degree,Business,1988,Basic
4241,Associate's Degree,Engineering,2014,Fluent
4242,Bachelor's Degree,Arts,1999,Fluent
4243,Master's Degree,Arts,1976,Basic
4244,PhD,Business,1976,Basic
4245,Associate's Degree,Arts,1975,Basic
4246,PhD,Sciences,1974,Intermediate
4247,High School,Business,2006,Fluent
4248,PhD,Business,1998,Native
4249,Bachelor's Degree,Business,1993,Basic
4250,Master's Degree,Business,2011,Native
4251,PhD,Sciences,1970,Native
4252,Master's Degree,Sciences,1971,Native
4253,High School,Arts,2007,Basic
4254,PhD,Business,1986,Intermediate
4255,Bachelor's Degree,Arts,2012,Native
4256,Associate's Degree,Sciences,1993,Basic
4257,Bachelor's Degree,Arts,2001,Fluent
4258,High School,Business,2000,Basic
4259,PhD,Law,1971,Native
4260,Associate's Degree,Law,2012,Intermediate
4261,Master's Degree,Engineering,1976,Basic
4262,Master's Degree,Sciences,2010,Fluent
4263,High School,Law,2015,Intermediate
4264,Bachelor's Degree,Business,1977,Intermediate
4265,High School,Law,1995,Fluent
4266,Associate's Degree,Sciences,1999,Intermediate
4267,Associate's Degree,Business,2019,Intermediate
4268,Associate's Degree,Engineering,1978,Fluent
4269,Master's Degree,Engineering,1992,Basic
4270,High School,Law,1986,Fluent
4271,Bachelor's Degree,Engineering,1998,Native
4272,Master's Degree,Arts,1974,Fluent
4273,Bachelor's Degree,Law,1990,Fluent
4274,Master's Degree,Law,2021,Intermediate
4275,Associate's Degree,Sciences,2022,Intermediate
4276,PhD,Engineering,1980,Fluent
4277,Bachelor's Degree,Law,2011,Fluent
4278,Associate's Degree,Business,2007,Native
4279,High School,Business,1970,Intermediate
4280,Bachelor's Degree,Business,1993,Basic
4281,Master's Degree,Business,2004,Fluent
4282,Associate's Degree,Sciences,2016,Native
4283,High School,Engineering,2017,Native
4284,Master's Degree,Engineering,1974,Fluent
4285,Bachelor's Degree,Arts,1987,Native
4286,Associate's Degree,Law,2000,Basic
4287,Master's Degree,Business,2004,Intermediate
4288,PhD,Sciences,1987,Native
4289,Bachelor's Degree,Sciences,1976,Intermediate
4290,Master's Degree,Sciences,1973,Native
4291,High School,Sciences,2017,Fluent
4292,High School,Arts,1973,Intermediate
4293,Associate's Degree,Law,2014,Fluent
4294,Bachelor's Degree,Engineering,2012,Native
4295,High School,Sciences,1999,Fluent
4296,PhD,Engineering,1976,Basic
4297,Bachelor's Degree,Sciences,1991,Basic
4298,Associate's Degree,Business,1999,Intermediate
4299,Master's Degree,Arts,1979,Fluent
4300,PhD,Law,2014,Basic
4301,PhD,Engineering,1970,Basic
4302,PhD,Sciences,1994,Native
4303,PhD,Arts,2010,Fluent
4304,High School,Business,1982,Fluent
4305,High School,Business,1979,Basic
4306,High School,Engineering,1989,Native
4307,Master's Degree,Arts,1984,Native
4308,High School,Law,1976,Fluent
4309,Associate's Degree,Arts,2013,Basic
4310,Bachelor's Degree,Arts,2012,Basic
4311,Master's Degree,Business,2021,Native
4312,Associate's Degree,Business,1994,Fluent
4313,Associate's Degree,Business,1977,Fluent
4314,Associate's Degree,Law,1985,Intermediate
4315,Master's Degree,Business,2008,Intermediate
4316,Master's Degree,Sciences,2006,Native
4317,Master's Degree,Arts,1989,Basic
4318,Associate's Degree,Law,2009,Fluent
4319,Bachelor's Degree,Arts,2006,Basic
4320,PhD,Law,2006,Basic
4321,PhD,Law,2022,Basic
4322,Associate's Degree,Business,2022,Native
4323,Associate's Degree,Arts,2006,Fluent
4324,Master's Degree,Sciences,1996,Native
4325,Bachelor's Degree,Sciences,1986,Fluent
4326,Associate's Degree,Arts,2004,Fluent
4327,Associate's Degree,Arts,1993,Intermediate
4328,Associate's Degree,Sciences,1981,Intermediate
4329,High School,Law,2022,Basic
4330,High School,Engineering,1987,Native
4331,Associate's Degree,Sciences,2016,Intermediate
4332,High School,Sciences,1971,Fluent
4333,PhD,Sciences,1976,Fluent
4334,Bachelor's Degree,Law,1995,Intermediate
4335,Associate's Degree,Sciences,1998,Native
4336,PhD,Law,2009,Native
4337,Bachelor's Degree,Arts,1978,Basic
4338,Associate's Degree,Engineering,1983,Basic
4339,High School,Business,2001,Native
4340,High School,Sciences,2014,Intermediate
4341,Associate's Degree,Engineering,1997,Basic
4342,High School,Arts,1986,Native
4343,High School,Sciences,2003,Basic
4344,Master's Degree,Arts,1996,Native
4345,High School,Arts,1982,Native
4346,Associate's Degree,Law,2015,Intermediate
4347,PhD,Engineering,1978,Fluent
4348,Bachelor's Degree,Law,1987,Fluent
4349,Bachelor's Degree,Arts,1979,Native
4350,Master's Degree,Arts,2003,Native
4351,High School,Sciences,1994,Fluent
4352,High School,Engineering,2005,Intermediate
4353,PhD,Law,1999,Native
4354,Associate's Degree,Sciences,1972,Fluent
4355,Associate's Degree,Sciences,1983,Fluent
4356,PhD,Sciences,2017,Fluent
4357,PhD,Law,2021,Fluent
4358,Master's Degree,Business,2005,Fluent
4359,PhD,Business,1970,Fluent
4360,Master's Degree,Arts,2020,Intermediate
4361,PhD,Engineering,2014,Basic
4362,Associate's Degree,Law,1978,Fluent
4363,Bachelor's Degree,Business,2013,Intermediate
4364,High School,Sciences,1972,Basic
4365,Bachelor's Degree,Business,1983,Fluent
4366,Associate's Degree,Arts,2003,Intermediate
4367,Bachelor's Degree,Engineering,1977,Fluent
4368,High School,Sciences,1994,Intermediate
4369,Bachelor's Degree,Law,1987,Native
4370,Master's Degree,Arts,1984,Basic
4371,Master's Degree,Business,1984,Basic
4372,Bachelor's Degree,Business,1982,Fluent
4373,Associate's Degree,Sciences,2014,Native
4374,High School,Arts,2013,Basic
4375,Bachelor's Degree,Engineering,2010,Fluent
4376,Associate's Degree,Arts,2014,Native
4377,Associate's Degree,Arts,1998,Basic
4378,Bachelor's Degree,Sciences,1992,Native
4379,Associate's Degree,Sciences,1992,Intermediate
4380,High School,Sciences,2014,Intermediate
4381,High School,Sciences,1989,Native
4382,Bachelor's Degree,Law,2012,Fluent
4383,Master's Degree,Business,1985,Fluent
4384,High School,Arts,1970,Intermediate
4385,Bachelor's Degree,Arts,2015,Fluent
4386,High School,Business,1985,Basic
4387,High School,Business,2000,Fluent
4388,Master's Degree,Sciences,1999,Native
4389,Master's Degree,Law,1983,Intermediate
4390,Bachelor's Degree,Sciences,2011,Fluent
4391,Associate's Degree,Engineering,1985,Intermediate
4392,Associate's Degree,Law,1985,Fluent
4393,Master's Degree,Sciences,1978,Basic
4394,Bachelor's Degree,Arts,1981,Fluent
4395,High School,Law,2011,Intermediate
4396,Bachelor's Degree,Arts,1979,Native
4397,PhD,Engineering,2014,Fluent
4398,High School,Sciences,1972,Native
4399,Master's Degree,Business,1979,Native
4400,Bachelor's Degree,Engineering,1980,Fluent
4401,Master's Degree,Law,2010,Intermediate
4402,Associate's Degree,Business,1987,Intermediate
4403,Master's Degree,Sciences,1975,Native
4404,Bachelor's Degree,Sciences,1989,Native
4405,Bachelor's Degree,Arts,1987,Fluent
4406,PhD,Arts,2018,Basic
4407,Bachelor's Degree,Law,1980,Fluent
4408,Master's Degree,Arts,1983,Intermediate
4409,Associate's Degree,Law,2004,Native
4410,Associate's Degree,Business,1987,Intermediate
4411,High School,Arts,2014,Native
4412,Bachelor's Degree,Sciences,2008,Basic
4413,High School,Law,2013,Intermediate
4414,Bachelor's Degree,Arts,1999,Native
4415,Associate's Degree,Engineering,1979,Intermediate
4416,Bachelor's Degree,Law,1981,Fluent
4417,Master's Degree,Sciences,2007,Basic
4418,High School,Arts,2015,Basic
4419,Master's Degree,Sciences,1985,Native
4420,PhD,Engineering,1994,Basic
4421,Associate's Degree,Business,2007,Fluent
4422,Bachelor's Degree,Law,2011,Native
4423,Master's Degree,Engineering,1998,Fluent
4424,Associate's Degree,Sciences,2012,Native
4425,PhD,Law,1995,Basic
4426,High School,Engineering,1989,Intermediate
4427,Associate's Degree,Sciences,1988,Basic
4428,Master's Degree,Business,1995,Basic
4429,Bachelor's Degree,Engineering,2015,Intermediate
4430,High School,Law,1989,Basic
4431,Associate's Degree,Arts,2002,Native
4432,PhD,Business,2011,Basic
4433,Bachelor's Degree,Business,1992,Basic
4434,Associate's Degree,Arts,1994,Intermediate
4435,Master's Degree,Arts,1986,Basic
4436,Master's Degree,Business,1981,Intermediate
4437,Bachelor's Degree,Law,1970,Fluent
4438,Associate's Degree,Sciences,1976,Native
4439,High School,Law,1999,Intermediate
4440,PhD,Engineering,1981,Intermediate
4441,High School,Sciences,2004,Native
4442,High School,Arts,2010,Native
4443,Master's Degree,Engineering,1980,Fluent
4444,PhD,Business,1985,Fluent
4445,High School,Business,1984,Native
4446,Associate's Degree,Engineering,1999,Intermediate
4447,Associate's Degree,Engineering,1978,Intermediate
4448,Bachelor's Degree,Sciences,2018,Basic
4449,Bachelor's Degree,Business,1973,Fluent
4450,PhD,Sciences,1997,Basic
4451,Master's Degree,Sciences,1990,Native
4452,PhD,Sciences,1999,Native
4453,Bachelor's Degree,Business,1978,Native
4454,Bachelor's Degree,Sciences,1971,Native
4455,High School,Law,2006,Basic
4456,Bachelor's Degree,Law,1991,Basic
4457,Bachelor's Degree,Law,2004,Fluent
4458,PhD,Arts,1994,Fluent
4459,High School,Arts,1983,Intermediate
